servicio;sector;subsector;area;claveestd;tipoest;tipo_servicio;dd_apertura;mm_apertura;aaaa_apertura;dd_cierre;mm_cierre;aaaa_cierre;
100;2;4;100;09800064;0;1;01;01;2008;00;00;0000;
101;3;4;000;09800064;0;1;01;01;2008;00;00;0000;
101;3;4;101;09800064;0;1;01;01;2008;00;00;0000;
225;3;4;000;09800064;0;1;01;01;2008;00;00;0000;
225;3;4;225;09800064;0;1;01;01;2008;00;00;0000;
285;2;4;000;09800064;0;1;01;01;2008;00;00;0000;
285;2;4;285;09800064;0;1;01;01;2008;00;00;0000;
315;3;4;000;09800064;0;1;01;01;2008;00;00;0000;
315;3;4;315;09800064;0;1;01;01;2008;00;00;0000;
070;1;4;000;10500023;0;1;01;01;2008;00;00;0000;
070;1;4;070;10500023;0;1;01;01;2008;00;00;0000;
070;2;4;000;10500023;0;1;01;01;2008;00;00;0000;
070;2;4;070;10500023;0;1;01;01;2008;00;00;0000;
101;3;4;000;10500023;0;1;01;01;2008;00;00;0000;
101;3;4;101;10500023;0;1;01;01;2008;00;00;0000;
150;1;4;000;10500023;0;1;01;01;2008;00;00;0000;
150;1;4;150;10500023;0;2;01;01;2008;00;00;0000;
150;2;4;000;10500023;0;1;01;01;2008;00;00;0000;
150;2;4;150;10500023;0;2;01;01;2008;00;00;0000;
155;2;4;000;10500023;0;1;01;01;2008;00;00;0000;
155;2;4;155;10500023;0;1;01;01;2008;00;00;0000;
200;1;4;000;10500023;0;1;01;01;2008;00;00;0000;
200;1;4;200;10500023;0;1;01;01;2008;00;00;0000;
200;2;4;000;10500023;0;1;01;01;2008;00;00;0000;
200;2;4;200;10500023;0;1;01;01;2008;00;00;0000;
245;2;4;000;10500023;0;1;01;01;2008;00;00;0000;
245;2;4;245;10500023;0;1;01;01;2008;00;00;0000;
200;3;4;000;10500066;0;1;01;01;2008;00;00;0000;
200;3;4;200;10500066;0;1;01;01;2008;00;00;0000;
101;3;4;000;10500074;0;1;01;01;2008;00;00;0000;
101;3;4;101;10500074;0;1;01;01;2008;00;00;0000;
150;1;4;000;10500074;0;1;01;01;2008;00;00;0000;
150;1;4;150;10500074;0;2;01;01;2008;00;00;0000;
150;2;4;000;10500074;0;1;01;01;2008;00;00;0000;
150;2;4;150;10500074;0;2;01;01;2008;00;00;0000;
200;1;4;000;10500074;0;1;01;01;2008;00;00;0000;
200;1;4;200;10500074;0;1;01;01;2008;00;00;0000;
200;2;4;000;10500074;0;1;01;01;2008;00;00;0000;
200;2;4;200;10500074;0;1;01;01;2008;00;00;0000;
245;2;4;000;10500074;0;1;01;01;2008;00;00;0000;
245;2;4;245;10500074;0;1;01;01;2008;00;00;0000;
420;1;4;000;10500074;0;1;01;01;2008;00;00;0000;
200;3;4;000;10500104;0;1;01;01;2008;00;00;0000;
200;3;4;200;10500104;0;1;01;01;2008;00;00;0000;
101;3;4;000;10500121;0;1;01;01;2008;00;00;0000;
101;3;4;101;10500121;0;1;01;01;2008;00;00;0000;
150;3;4;000;10500121;0;1;01;01;2008;00;00;0000;
150;3;4;150;10500121;0;2;01;01;2008;00;00;0000;
200;1;4;000;10500121;0;1;01;01;2008;00;00;0000;
200;1;4;200;10500121;0;1;01;01;2008;00;00;0000;
200;2;4;000;10500121;0;1;01;01;2008;00;00;0000;
200;2;4;200;10500121;0;1;01;01;2008;00;00;0000;
285;2;4;000;10500121;0;1;01;01;2008;00;00;0000;
285;2;4;285;10500121;0;1;01;01;2008;00;00;0000;
100;3;4;000;10500147;0;1;01;01;2008;00;00;0000;
100;3;4;100;10500147;0;1;01;01;2008;00;00;0000;
150;3;4;000;10500147;0;1;01;01;2008;00;00;0000;
150;3;4;150;10500147;0;2;01;01;2008;00;00;0000;
245;2;4;000;10500147;0;1;01;01;2008;00;00;0000;
150;3;4;000;10500171;0;1;01;01;2008;00;00;0000;
150;3;4;150;10500171;0;2;01;01;2008;00;00;0000;
200;3;4;000;10500171;0;1;01;01;2008;00;00;0000;
200;3;4;200;10500171;0;1;01;01;2008;00;00;0000;
150;3;4;000;10500180;0;1;01;01;2008;00;00;0000;
150;3;4;150;10500180;0;2;01;01;2008;00;00;0000;
200;3;4;000;10500180;0;1;01;01;2008;00;00;0000;
200;3;4;200;10500180;0;1;01;01;2008;00;00;0000;
245;2;4;000;10500180;0;1;01;01;2008;00;00;0000;
245;2;4;245;10500180;0;1;01;01;2008;00;00;0000;
200;3;4;000;10500201;0;1;01;01;2008;00;00;0000;
200;3;4;200;10500201;0;1;01;01;2008;00;00;0000;
100;3;4;000;11200023;0;1;01;01;2008;00;00;0000;
100;3;4;100;11200023;0;1;01;01;2008;00;00;0000;
070;2;4;000;11200091;0;1;01;01;2008;00;00;0000;
070;2;4;070;11200091;0;1;01;01;2008;00;00;0000;
070;3;4;000;11200091;0;1;01;01;2008;00;00;0000;
070;3;4;070;11200091;0;1;01;01;2008;00;00;0000;
101;3;4;000;11200091;0;1;01;01;2008;00;00;0000;
101;3;4;101;11200091;0;1;01;01;2008;00;00;0000;
115;3;4;000;11200091;0;1;01;01;2009;00;00;0000;
115;3;4;115;11200091;0;1;01;01;2009;00;00;0000;
150;3;4;000;11200091;0;1;01;01;2008;00;00;0000;
150;3;4;150;11200091;0;2;01;01;2008;00;00;0000;
200;1;4;000;11200091;0;1;01;01;2008;00;00;0000;
200;1;4;200;11200091;0;1;01;01;2008;00;00;0000;
200;2;4;000;11200091;0;1;01;01;2008;00;00;0000;
200;2;4;200;11200091;0;1;01;01;2008;00;00;0000;
285;2;4;000;11200091;0;1;01;01;2008;00;00;0000;
285;2;4;285;11200091;0;1;01;01;2008;00;00;0000;
150;3;4;000;11200139;0;1;01;01;2008;00;00;0000;
150;3;4;150;11200139;0;2;01;01;2008;00;00;0000;
200;3;4;000;11200139;0;1;01;01;2008;00;00;0000;
200;3;4;200;11200139;0;1;01;01;2008;00;00;0000;
200;1;4;000;11900017;0;1;01;01;2008;00;00;0000;
200;1;4;200;11900017;0;1;01;01;2008;00;00;0000;
200;2;4;000;11900017;0;1;01;01;2008;00;00;0000;
200;2;4;200;11900017;0;1;01;01;2008;00;00;0000;
245;2;4;000;11900017;0;1;01;01;2008;00;00;0000;
245;2;4;245;11900017;0;1;01;01;2008;00;00;0000;
150;3;4;000;11900041;0;1;01;01;2008;00;00;0000;
150;3;4;150;11900041;0;2;01;01;2008;00;00;0000;
200;3;4;000;11900041;0;1;01;01;2008;00;00;0000;
200;3;4;200;11900041;0;1;01;01;2008;00;00;0000;
200;3;4;000;11900122;0;1;01;01;2008;00;00;0000;
200;3;4;200;11900122;0;1;01;01;2008;00;00;0000;
200;3;4;000;11900157;0;1;01;01;2008;00;00;0000;
200;3;4;200;11900157;0;1;01;01;2008;00;00;0000;
200;3;4;000;11900297;0;1;01;01;2008;00;00;0000;
200;3;4;200;11900297;0;1;01;01;2008;00;00;0000;
150;1;4;000;12600033;0;1;01;01;2008;00;00;0000;
150;1;4;150;12600033;0;2;01;01;2008;00;00;0000;
200;3;4;000;12600033;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600033;0;1;01;01;2008;00;00;0000;
200;3;4;000;12600076;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600076;0;1;01;01;2008;00;00;0000;
150;3;4;000;12600084;0;1;01;01;2008;00;00;0000;
150;3;4;150;12600084;0;2;01;01;2008;00;00;0000;
200;3;4;000;12600084;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600084;0;1;01;01;2008;00;00;0000;
320;3;4;000;12600084;0;1;01;01;2008;00;00;0000;
320;3;4;320;12600084;0;1;01;01;2008;00;00;0000;
200;3;4;000;12600149;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600149;0;1;01;01;2008;00;00;0000;
200;3;4;000;12600157;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600157;0;1;01;01;2008;00;00;0000;
101;3;4;000;12600165;0;1;01;01;2008;00;00;0000;
200;3;4;000;12600165;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600165;0;1;01;01;2008;00;00;0000;
320;3;4;000;12600165;0;1;01;01;2008;00;00;0000;
320;3;4;320;12600165;0;1;01;01;2008;00;00;0000;
200;3;4;000;12600173;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600173;0;1;01;01;2008;00;00;0000;
200;3;4;000;12600190;0;1;01;01;2008;00;00;0000;
200;3;4;200;12600190;0;1;01;01;2008;00;00;0000;
100;3;4;000;13300017;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300017;0;1;01;01;2008;00;00;0000;
245;2;4;000;13300017;0;1;01;01;2008;00;00;0000;
245;2;4;245;13300017;0;1;01;01;2008;00;00;0000;
200;3;4;000;13300041;0;1;01;01;2008;00;00;0000;
200;3;4;200;13300041;0;1;01;01;2008;00;00;0000;
100;3;4;000;13300068;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300068;0;1;01;01;2008;00;00;0000;
101;3;4;000;13300068;0;1;01;01;2008;00;00;0000;
101;3;4;101;13300068;0;1;01;01;2008;00;00;0000;
150;1;4;000;13300068;0;1;01;01;2008;00;00;0000;
150;1;4;150;13300068;0;2;01;01;2008;00;00;0000;
150;2;4;000;13300068;0;1;01;01;2008;00;00;0000;
150;2;4;150;13300068;0;2;01;01;2008;00;00;0000;
150;3;4;000;13300068;0;1;01;01;2008;00;00;0000;
150;3;4;150;13300068;0;2;01;01;2008;00;00;0000;
285;2;4;000;13300068;0;1;01;01;2008;00;00;0000;
285;2;4;285;13300068;0;1;01;01;2008;00;00;0000;
100;3;4;000;13300084;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300084;0;1;01;01;2008;00;00;0000;
100;3;4;000;13300092;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300092;0;1;01;01;2008;00;00;0000;
100;3;4;000;13300173;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300173;0;1;01;01;2008;00;00;0000;
200;3;4;000;13300173;0;1;01;01;2009;00;00;0000;
200;3;4;200;13300173;0;1;01;01;2009;00;00;0000;
100;3;4;000;13300203;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300203;0;1;01;01;2008;00;00;0000;
200;3;4;000;13300203;0;1;01;01;2009;00;00;0000;
200;3;4;200;13300203;0;1;01;01;2009;00;00;0000;
100;3;4;000;13300211;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300211;0;1;01;01;2008;00;00;0000;
200;3;4;000;13300211;0;1;01;01;2009;00;00;0000;
200;3;4;200;13300211;0;1;01;01;2009;00;00;0000;
100;3;4;000;13300220;0;1;01;01;2008;00;00;0000;
100;3;4;100;13300220;0;1;01;01;2008;00;00;0000;
200;3;4;000;13300220;0;1;01;01;2009;00;00;0000;
200;3;4;200;13300220;0;1;01;01;2009;00;00;0000;
