B56; ;0;1;0;00;9;99;0
B58; ;0;0;3;02;9;99;2
B65; ;0;1;0;00;9;99;0
B66; ;0;1;0;00;9;99;0
B71; ;0;1;0;00;9;99;0
B72; ;0;1;0;00;9;99;0
B73; ;0;1;0;00;9;99;0
B74; ;0;1;0;00;9;99;0
B75; ;0;1;0;00;9;99;0
B90; ;0;1;1;01;9;99;2
B91; ;0;1;1;01;9;99;2
B92; ;0;1;1;10;9;99;2
B94; ;0;1;1;01;9;99;2
B95; ;0;2;0;00;9;99;0
B96; ;0;2;0;00;9;99;0
B97; ;0;2;0;00;9;99;0
C50; ;0;0;1;10;9;99;2
C51; ;2;0;1;10;9;99;0
C52; ;2;0;1;10;9;99;0
C53; ;2;0;1;10;9;99;0
C54; ;2;0;1;10;9;99;0
C55; ;2;0;1;10;9;99;0
C56; ;2;0;1;10;9;99;0
C57; ;2;0;0;00;9;99;0
C58; ;2;0;1;10;9;99;0
C60; ;1;0;1;10;9;99;0
C61; ;1;0;1;10;9;99;0
C62; ;1;0;1;10;9;99;0
C63; ;1;0;1;10;9;99;0
C79; ;0;0;1;10;9;99;2
D24; ;0;0;1;10;9;99;2
D25; ;2;0;1;10;9;99;0
D26; ;2;0;1;10;9;99;0
D27; ;2;0;1;10;9;99;0
D28; ;2;0;1;10;9;99;0
D29; ;1;0;1;10;9;99;0
D39; ;2;0;1;10;9;99;0
D40; ;1;0;1;10;9;99;0
D59; ;0;0;3;28;9;99;2
D63; ;0;2;0;00;9;99;0
D65; ;0;0;3;28;9;99;2
D66; ;1;0;0;00;9;99;0
D67; ;1;0;0;00;9;99;0
D68; ;0;0;3;28;9;99;2
D73; ;0;0;1;01;9;99;2
D75; ;0;0;3;28;9;99;2
D77; ;0;2;0;00;9;99;0
D80; ;0;0;0;00;9;99;2
E05; ;0;0;3;28;9;99;2
E10; ;0;0;3;28;9;99;2
E11; ;0;0;3;28;9;99;2
E12; ;0;0;3;28;9;99;2
E13; ;0;0;3;28;9;99;2
E14; ;0;0;3;28;9;99;2
E20; ;0;0;3;28;9;99;2
E28; ;2;0;0;00;9;99;0
E29; ;1;0;0;00;9;99;0
E30; ;0;0;1;12;9;99;2
E34; ;0;1;0;00;9;99;0
E35; ;0;2;0;00;9;99;0
E56; ;0;0;3;28;9;99;2
E63; ;0;0;3;28;9;99;2
E64; ;0;1;1;00;9;99;0
E68; ;0;1;1;00;9;99;0
E86; ;0;0;3;28;9;99;2
E90; ;0;2;0;00;9;99;0
F00; ;0;2;0;00;9;99;0
F02; ;0;2;0;00;9;99;0
F50; ;0;0;1;04;9;99;2
F53; ;2;0;1;10;1;59;2
G01; ;0;2;0;00;9;99;0
G02; ;0;2;0;00;9;99;0
G05; ;0;2;0;00;9;99;0
G07; ;0;2;0;00;9;99;0
G09; ;0;1;0;00;9;99;0
G11; ;0;0;1;20;9;99;2
G13; ;0;2;0;00;9;99;0
G22; ;0;2;0;00;9;99;0
G26; ;0;2;0;00;9;99;0
G30; ;0;0;1;65;9;99;2
G31; ;0;0;1;00;9;99;2
G32; ;0;2;0;00;9;99;0
G45; ;0;0;3;28;9;99;2
G46; ;0;2;0;00;9;99;0
G47; ;0;0;3;28;9;99;2
G53; ;0;2;0;00;9;99;0
G55; ;0;2;0;00;9;99;0
G59; ;0;2;0;00;9;99;0
G63; ;0;2;0;00;9;99;0
G70; ;0;0;3;28;9;99;2
G73; ;0;2;0;00;9;99;0
G81; ;0;1;0;00;9;99;0
G82; ;0;1;0;00;9;99;0
G83; ;0;1;0;00;9;99;0
G91; ;0;0;3;28;9;99;2
G93; ;0;0;1;00;9;99;2
G94; ;0;2;0;00;9;99;0
G99; ;0;2;0;00;9;99;0
H03; ;0;2;0;00;9;99;0
H06; ;0;2;0;00;9;99;0
H10; ;0;0;3;28;9;99;2
H13; ;0;2;0;00;9;99;0
H19; ;0;2;0;00;9;99;0
H22; ;0;2;0;00;9;99;0
H28; ;0;2;0;00;9;99;0
H32; ;0;2;0;00;9;99;0
H36; ;0;2;0;00;9;99;0
H40; ;0;0;3;02;9;99;2
H42; ;0;2;0;00;9;99;0
H45; ;0;2;0;00;9;99;0
H48; ;0;2;0;00;9;99;0
H54; ;0;1;0;00;9;99;0
H58; ;0;2;0;00;9;99;0
H62; ;0;2;0;00;9;99;0
H67; ;0;2;0;00;9;99;0
H75; ;0;2;0;00;9;99;0
H82; ;0;2;0;00;9;99;0
H90; ;0;1;0;00;9;99;0
H91; ;0;1;0;00;9;99;0
H94; ;0;2;0;00;9;99;0
I05; ;0;0;1;01;9;99;2
I06; ;0;0;1;01;9;99;2
I07; ;0;0;1;00;9;99;2
I08; ;0;0;1;01;9;99;2
I09; ;0;0;1;01;9;99;2
I10; ;0;0;3;28;9;99;2
I11; ;0;0;3;28;9;99;2
I12; ;0;0;3;28;9;99;2
I13; ;0;0;3;28;9;99;2
I15; ;0;1;0;00;9;99;0
I24; ;0;0;3;28;9;99;2
I28; ;0;0;1;01;9;99;2
I30; ;0;0;3;07;9;99;2
I32; ;0;2;0;00;9;99;0
I34; ;0;0;1;01;9;99;2
I35; ;0;0;1;01;9;99;2
I36; ;0;0;1;01;9;99;2
I37; ;0;0;1;01;9;99;2
I38; ;0;0;1;01;9;99;2
I39; ;0;2;0;00;9;99;0
I41; ;0;2;0;00;9;99;0
I43; ;0;2;0;00;9;99;0
I49; ;0;0;3;28;9;99;2
I50; ;0;0;3;28;9;99;2
I51; ;0;0;3;28;9;99;2
I52; ;0;2;0;00;9;99;0
I60; ;0;0;3;28;9;99;2
I61; ;0;0;3;28;9;99;2
I62; ;0;0;3;28;9;99;2
I64; ;0;0;1;01;9;99;2
I67; ;0;0;1;01;9;99;2
I68; ;0;2;0;00;9;99;0
I69; ;0;1;1;01;9;99;2
I70; ;0;0;1;15;9;99;2
I71; ;0;0;1;15;9;99;2
I72; ;0;0;1;01;9;99;2
I79; ;0;2;0;00;9;99;0
I98; ;0;2;0;00;9;99;0
J12; ;0;0;3;02;9;99;2
J13; ;0;0;3;02;9;99;2
J14; ;0;0;3;02;9;99;2
J15; ;0;0;3;02;9;99;2
J16; ;0;0;3;02;9;99;2
J17; ;0;2;0;00;9;99;0
J18; ;0;0;3;02;9;99;2
J40; ;0;0;1;15;9;99;2
J47; ;0;0;3;02;9;99;2
J69; ;0;0;3;28;9;99;2
J80; ;0;0;1;15;9;99;2
J91; ;0;2;0;00;9;99;0
J93; ;0;0;3;07;9;99;2
J96; ;0;0;3;28;9;99;2
J98; ;0;0;3;28;9;99;2
J99; ;0;2;0;00;9;99;0
K22; ;0;0;3;28;9;99;2
K23; ;0;2;0;00;9;99;0
K25; ;0;0;3;28;9;99;2
K26; ;0;0;3;28;9;99;2
K27; ;0;0;3;28;9;99;2
K28; ;0;0;3;28;9;99;2
K31; ;0;0;1;01;9;99;2
K44; ;0;0;3;02;9;99;2
K55; ;0;0;3;28;9;99;2
K56; ;0;0;3;28;9;99;2
K57; ;0;0;3;02;9;99;2
K65; ;0;0;3;28;9;99;2
K67; ;0;2;0;00;9;99;0
K70; ;0;0;3;02;9;99;2
K74; ;0;0;3;02;9;99;2
K77; ;0;2;0;00;9;99;0
K83; ;0;0;1;01;9;99;2
K87; ;0;2;0;00;9;99;0
K90; ;0;0;3;02;9;99;2
K92; ;0;0;3;28;9;99;2
K93; ;0;2;0;00;9;99;0
L14; ;0;2;0;00;9;99;0
L45; ;0;2;0;00;9;99;0
L50; ;0;0;3;28;9;99;2
L53; ;0;0;3;28;9;99;2
L54; ;0;2;0;00;9;99;0
L62; ;0;2;0;00;9;99;0
L68; ;0;0;3;02;9;99;2
L86; ;0;2;0;00;9;99;0
L98; ;0;0;3;28;9;99;2
L99; ;0;2;0;00;9;99;0
M01; ;0;2;0;00;9;99;0
M03; ;0;2;0;00;9;99;0
M05; ;0;0;1;15;9;99;2
M07; ;0;2;0;00;9;99;0
M09; ;0;2;0;00;9;99;0
M14; ;0;2;0;00;9;99;0
M36; ;0;2;0;00;9;99;0
M42; ;0;0;1;15;9;99;2
M43; ;0;0;1;01;9;99;2
M45; ;0;0;1;01;9;99;2
M49; ;0;2;0;00;9;99;0
M63; ;0;2;0;00;9;99;0
M68; ;0;2;0;00;9;99;0
M73; ;0;2;0;00;9;99;0
M80; ;0;0;1;30;9;99;2
M82; ;0;2;0;00;9;99;0
M83; ;0;0;1;12;9;99;2
M90; ;0;2;0;00;9;99;0
M91; ;0;0;0;00;1;24;2
M92; ;0;0;0;00;1;24;2
M93; ;0;0;0;00;9;99;2
M95; ;0;0;3;28;9;99;2
N08; ;0;2;0;00;9;99;0
N16; ;0;2;0;00;9;99;0
N17; ;0;0;3;02;9;99;2
N18; ;0;0;3;02;9;99;2
N19; ;0;0;3;02;9;99;2
N22; ;0;2;0;00;9;99;0
N28; ;0;0;3;02;9;99;2
N29; ;0;2;0;00;9;99;0
N32; ;0;0;3;01;9;99;2
N33; ;0;2;0;00;9;99;0
N35; ;0;0;1;01;9;99;2
N37; ;0;2;0;00;9;99;0
N39; ;0;0;3;28;9;99;2
N40; ;1;0;1;20;9;99;2
N41; ;1;0;1;20;9;99;2
N42; ;1;0;0;00;9;99;2
N43; ;1;0;3;02;9;99;2
N44; ;1;0;0;00;9;99;2
N45; ;1;0;0;00;9;99;2
N46; ;1;0;1;12;9;99;2
N47; ;1;0;0;00;9;99;2
N48; ;1;0;0;00;9;99;2
N49; ;1;0;0;00;9;99;2
N50; ;1;0;0;00;9;99;2
N51; ;0;2;0;00;9;99;0
N52; ;0;0;1;20;9;99;2
N61; ;0;0;3;28;9;99;2
N70; ;2;0;0;00;9;99;0
N71; ;2;0;0;00;9;99;0
N72; ;2;0;0;00;9;99;0
N73; ;2;0;0;00;9;99;0
N74; ;0;2;0;00;9;99;0
N75; ;2;0;0;00;9;99;0
N76; ;2;0;0;00;9;99;0
N77; ;0;2;0;00;9;99;0
N80; ;2;0;0;00;9;99;0
N81; ;2;0;0;00;9;99;0
N82; ;2;0;0;00;9;99;0
N83; ;2;0;0;00;9;99;0
N84; ;2;0;0;00;9;99;0
N85; ;2;0;0;00;9;99;0
N86; ;2;0;0;00;9;99;0
N87; ;2;0;0;00;9;99;0
N88; ;2;0;0;00;9;99;0
N89; ;2;0;0;00;9;99;0
N90; ;2;0;0;00;9;99;0
N91; ;2;0;1;10;1;59;2
N92; ;2;0;1;10;9;99;2
N93; ;2;0;1;10;9;99;2
N94; ;2;0;1;10;1;59;2
N95; ;2;0;1;30;9;99;2
N96; ;2;0;1;10;1;59;2
N97; ;2;0;1;10;1;59;2
N98; ;2;0;1;10;1;60;2
O00; ;2;0;1;10;1;60;2
O01; ;2;0;1;10;1;59;2
O02; ;2;0;1;10;1;59;2
O03; ;2;0;1;10;1;59;2
O04; ;2;0;1;10;1;59;2
O05; ;2;0;1;10;1;59;2
O06; ;2;0;1;10;1;59;2
O07; ;2;0;1;10;1;59;2
O08; ;2;1;0;00;9;99;0
O10; ;2;0;1;10;1;59;2
O11; ;2;0;1;10;1;59;2
O12; ;2;0;1;10;1;59;2
O13; ;2;0;1;10;1;59;2
O14; ;2;0;1;10;1;59;2
O15; ;2;0;1;10;1;59;2
O16; ;2;0;1;10;1;59;2
O20; ;2;0;1;10;1;59;2
O21; ;2;0;1;10;1;59;2
O22; ;2;0;1;10;1;59;2
O23; ;2;0;1;10;1;59;2
O24; ;2;0;1;10;1;59;2
O25; ;2;0;1;10;1;59;2
O26; ;2;0;1;10;1;59;2
O28; ;2;0;1;10;1;59;2
O29; ;2;0;1;10;1;59;2
O30; ;2;0;1;10;1;59;2
O31; ;2;0;1;10;1;59;2
O32; ;2;0;1;10;1;59;2
O33; ;2;0;1;10;1;59;2
O34; ;2;0;1;10;1;59;2
O35; ;2;0;1;10;1;59;2
O36; ;2;0;1;10;1;59;2
O40; ;2;0;1;10;1;59;2
O41; ;2;0;1;10;1;59;2
O42; ;2;0;1;10;1;59;2
O43; ;2;0;1;10;1;59;2
O44; ;2;0;1;10;1;59;2
O45; ;2;0;1;10;1;59;2
O46; ;2;0;1;10;1;59;2
O47; ;2;0;1;10;1;59;2
O48; ;2;0;1;10;1;59;2
O60; ;2;0;1;10;1;59;2
O61; ;2;0;1;10;1;59;2
O62; ;2;0;1;10;1;59;2
O63; ;2;0;1;10;1;59;2
O64; ;2;0;1;10;1;59;2
O65; ;2;0;1;10;1;59;2
O66; ;2;0;1;10;1;59;2
O67; ;2;0;1;10;1;59;2
O68; ;2;0;1;10;1;59;2
O69; ;2;0;1;10;1;59;2
O70; ;2;0;1;10;1;59;2
O71; ;2;0;1;10;1;59;2
O72; ;2;0;1;10;1;59;2
O73; ;2;0;1;10;1;59;2
O74; ;2;0;1;10;1;59;2
O75; ;2;0;1;10;1;59;2
O80; ;2;0;1;10;1;59;2
O81; ;2;0;1;10;1;59;2
O82; ;2;0;1;10;1;59;2
O83; ;2;0;1;10;1;59;2
O84; ;2;0;1;10;1;59;2
O85; ;2;0;1;10;1;59;2
O86; ;2;0;1;10;1;59;2
O87; ;2;0;1;10;1;59;2
O88; ;2;0;1;10;1;59;2
O89; ;2;0;1;10;1;59;2
O90; ;2;0;1;10;1;59;2
O91; ;2;0;1;10;1;59;2
O92; ;2;0;1;10;1;59;2
O95; ;2;0;1;10;1;59;2
O96; ;2;0;1;10;1;59;2
O97; ;2;0;1;10;1;59;2
O98; ;2;0;1;10;1;59;2
O99; ;2;0;1;10;1;59;2
P00; ;0;0;0;00;2;11;2
P01; ;0;0;0;00;2;11;2
P02; ;0;0;0;00;2;11;2
P03; ;0;0;0;00;2;11;2
P04; ;0;0;0;00;2;11;2
P05; ;0;0;0;00;2;11;2
P07; ;0;0;0;00;2;11;2
P08; ;0;0;0;00;2;11;2
P10; ;0;0;0;00;3;28;2
P11; ;0;0;0;00;2;11;2
P12; ;0;0;0;00;2;11;2
P13; ;0;0;0;00;2;11;2
P14; ;0;0;0;00;2;11;2
P15; ;0;0;0;00;2;11;2
P20; ;0;0;0;00;2;11;2
P21; ;0;0;0;00;2;11;2
P22; ;0;0;0;00;3;28;0
P23; ;0;0;0;00;2;11;2
P24; ;0;0;0;00;2;11;2
P25; ;0;0;0;00;2;11;2
P26; ;0;0;0;00;2;11;2
P27; ;0;0;0;00;2;11;2
P28; ;0;0;0;00;2;11;2
P29; ;0;0;0;00;2;11;2
P35; ;0;0;0;00;2;11;2
P36; ;0;0;0;00;3;28;2
P37; ;0;0;0;00;2;11;2
P38; ;0;0;0;00;2;11;2
P39; ;0;0;0;00;2;11;2
P51; ;0;0;0;00;3;28;2
P52; ;0;0;0;00;3;28;2
P53; ;0;0;0;00;3;28;2
P54; ;0;0;0;00;3;28;2
P55; ;0;0;0;00;3;28;2
P57; ;0;0;0;00;3;28;2
P58; ;0;0;0;00;3;28;2
P59; ;0;0;0;00;3;28;2
P60; ;0;0;0;00;3;28;2
P61; ;0;0;0;00;3;28;2
P70; ;0;0;0;00;2;11;2
P71; ;0;0;0;00;2;11;2
P72; ;0;0;0;00;2;11;2
P74; ;0;0;0;00;2;11;2
P75; ;0;2;0;00;9;99;0
P76; ;0;0;0;00;2;11;2
P77; ;0;0;0;00;2;11;2
P78; ;0;0;0;00;2;11;2
P80; ;0;0;0;00;2;11;2
P81; ;0;0;0;00;2;11;2
P83; ;0;0;0;00;2;11;2
P90; ;0;0;0;00;3;28;2
P91; ;0;0;0;00;3;28;2
P92; ;0;0;0;00;2;11;2
P93; ;0;0;0;00;2;11;2
P94; ;0;0;0;00;2;11;2
P96; ;0;0;0;00;2;11;2
Q50; ;2;0;0;00;9;99;0
Q51; ;2;0;0;00;9;99;0
Q52; ;2;0;0;00;9;99;0
Q53; ;1;0;0;00;9;99;0
Q54; ;1;0;0;00;9;99;0
Q55; ;1;0;0;00;9;99;0
Q97; ;2;0;0;00;9;99;0
Q98; ;1;0;0;00;9;99;0
R00; ;0;0;3;28;9;99;2
R01; ;0;0;3;28;9;99;2
R11; ;0;0;3;28;9;99;2
R17; ;0;0;3;28;9;99;2
R54; ;0;0;1;65;9;99;2
R56; ;0;0;3;28;9;99;2
R58; ;0;0;3;28;9;99;2
R60; ;0;0;3;28;9;99;2
R63; ;0;0;3;28;9;99;2
R68; ;0;0;3;28;9;99;2
R70; ;0;0;3;28;9;99;2
R71; ;0;0;3;28;9;99;2
R72; ;0;0;3;28;9;99;2
R73; ;0;0;3;28;9;99;2
R86; ;1;0;0;00;9;99;0
R87; ;2;0;0;00;9;99;0
R95; ;0;0;0;00;2;11;2
R96; ;0;0;1;01;9;99;2
T90; ;0;1;0;00;9;99;0
T91; ;0;1;0;00;9;99;0
T92; ;0;1;0;00;9;99;0
T93; ;0;1;0;00;9;99;0
T94; ;0;1;0;00;9;99;0
T95; ;0;1;0;00;9;99;0
T96; ;0;1;0;00;9;99;0
T97; ;0;1;0;00;9;99;0
T98; ;0;1;0;00;9;99;0
X60; ;0;0;1;10;9;99;2
X61; ;0;0;1;10;9;99;2
X62; ;0;0;1;10;9;99;2
X63; ;0;0;1;10;9;99;2
X64; ;0;0;1;10;9;99;2
X65; ;0;0;1;10;9;99;2
X66; ;0;0;1;10;9;99;2
X67; ;0;0;1;10;9;99;2
X68; ;0;0;1;10;9;99;2
X69; ;0;0;1;10;9;99;2
X70; ;0;0;1;10;9;99;2
X71; ;0;0;1;10;9;99;2
X72; ;0;0;1;10;9;99;2
X73; ;0;0;1;10;9;99;2
X74; ;0;0;1;10;9;99;2
X75; ;0;0;1;10;9;99;2
X76; ;0;0;1;10;9;99;2
X77; ;0;0;1;10;9;99;2
X78; ;0;0;1;10;9;99;2
X79; ;0;0;1;10;9;99;2
X80; ;0;0;1;10;9;99;2
X81; ;0;0;1;10;9;99;2
X82; ;0;0;1;10;9;99;2
X83; ;0;0;1;10;9;99;2
X84; ;0;0;1;10;9;99;2
Y76; ;2;0;1;10;9;99;2
Y85; ;0;0;1;01;9;99;2
Y86; ;0;0;1;01;9;99;2
E84; ;0;0;0;00;3;28;2
B33; ;0;1;0;00;9;99;1
G90; ;0;1;0;00;9;99;1
K22;7;0;1;0;00;9;99;1
K85;2;0;0;1;10;9;99;1
K85;3;0;0;1;10;9;99;1
O94;X;2;0;1;10;1;59;2
P91;6;0;0;4;00;1;01;2
R29;6;0;0;2;06;9;99;2
R50;0;0;2;0;00;9;99;2
R50;1;0;2;0;00;9;99;2
